ensg	entr	hgnc	symb	synonym1	synonym2
ENSG00000121410	1	HGNC:5	A1BG		
ENSG00000268895	503538	HGNC:37133	A1BG-AS1	FLJ23569	NCRNA00181
ENSG00000268895	503538	HGNC:37133	A1BG-AS1	FLJ23569	A1BGAS
ENSG00000268895	503538	HGNC:37133	A1BG-AS1	FLJ23569	A1BG-AS
ENSG00000148584	29974	HGNC:24086	A1CF	ACF	
ENSG00000148584	29974	HGNC:24086	A1CF	ASP	
ENSG00000148584	29974	HGNC:24086	A1CF	ACF64	
ENSG00000148584	29974	HGNC:24086	A1CF	ACF65	
ENSG00000148584	29974	HGNC:24086	A1CF	APOBEC1CF	
ENSG00000175899	2	HGNC:7	A2M	FWP007	
ENSG00000175899	2	HGNC:7	A2M	S863-7	
ENSG00000175899	2	HGNC:7	A2M	CPAMD5	
ENSG00000245105	144571	HGNC:27057	A2M-AS1		
ENSG00000166535	144568	HGNC:23336	A2ML1	FLJ25179	CPAMD9
ENSG00000166535	144568	HGNC:23336	A2ML1	p170	CPAMD9
ENSG00000256661	100874108	HGNC:41022	A2ML1-AS1		
ENSG00000256904	106478979	HGNC:41523	A2ML1-AS2		
ENSG00000256069	3	HGNC:8	A2MP1		A2MP
ENSG00000184389	127550	HGNC:30005	A3GALT2	IGBS3S	A3GALT2P
ENSG00000184389	127550	HGNC:30005	A3GALT2	IGB3S	A3GALT2P
ENSG00000128274	53947	HGNC:18149	A4GALT	A14GALT	P1
ENSG00000128274	53947	HGNC:18149	A4GALT	Gb3S	P1
ENSG00000128274	53947	HGNC:18149	A4GALT	P(k)	P1
ENSG00000118017	51146	HGNC:17968	A4GNT	alpha4GnT	
ENSG00000094914	8086	HGNC:13666	AAAS		
ENSG00000081760	65985	HGNC:21298	AACS	FLJ12389	
ENSG00000081760	65985	HGNC:21298	AACS	SUR-5	
ENSG00000081760	65985	HGNC:21298	AACS	ACSF1	
ENSG00000250420	729522	HGNC:18226	AACSP1		AACSL
ENSG00000114771	13	HGNC:17	AADAC	DAC	
ENSG00000114771	13	HGNC:17	AADAC	CES5A1	
ENSG00000197953	344752	HGNC:24427	AADACL2	MGC72001	
ENSG00000242908	101928142	HGNC:50301	AADACL2-AS1		
ENSG00000188984	126767	HGNC:32037	AADACL3	OTTHUMG00000001887	
ENSG00000204518	343066	HGNC:32038	AADACL4	OTTHUMG00000001889	
ENSG00000240602	201651	HGNC:50305	AADACP1		
ENSG00000109576	51166	HGNC:17929	AADAT	KATII	
ENSG00000109576	51166	HGNC:17929	AADAT	KAT2	
ENSG00000109576	51166	HGNC:17929	AADAT	KYAT2	
ENSG00000103591	79719	HGNC:25662	AAGAB	FLJ11506	
ENSG00000103591	79719	HGNC:25662	AAGAB	p34	
ENSG00000115977	22848	HGNC:19679	AAK1	KIAA1048	
ENSG00000115977	22848	HGNC:19679	AAK1	DKFZp686K16132	
ENSG00000087884	28971	HGNC:30205	AAMDC	PTD015	C11orf67
ENSG00000087884	28971	HGNC:30205	AAMDC	FLJ21035	C11orf67
ENSG00000087884	28971	HGNC:30205	AAMDC	CK067	C11orf67
ENSG00000127837	14	HGNC:18	AAMP		
ENSG00000129673	15	HGNC:19	AANAT	SNAT	
ENSG00000131043	25980	HGNC:15886	AAR2	bA234K24.2	C20orf4
ENSG00000205002	441376	HGNC:33842	AARD	LOC441376	C8orf85
ENSG00000090861	16	HGNC:20	AARS1	CMT2N	AARS
ENSG00000090861	16	HGNC:20	AARS1	AlaRS	AARS
ENSG00000249038	106480683	HGNC:49894	AARS1P1		AARSP1
ENSG00000124608	57505	HGNC:21022	AARS2	KIAA1270	AARSL
ENSG00000124608	57505	HGNC:21022	AARS2	bA444E17.1	AARSL
ENSG00000266967	80755	HGNC:28417	AARSD1	MGC2744	
ENSG00000266967	80755	HGNC:28417	AARSD1	AlaXp	
ENSG00000234969	117981788	HGNC:54994	AARSD1P1		
ENSG00000157426	132949	HGNC:23993	AASDH	NRPS998	
ENSG00000157426	132949	HGNC:23993	AASDH	LYS2	
ENSG00000157426	132949	HGNC:23993	AASDH	ACSF4	
ENSG00000149313	60496	HGNC:14235	AASDHPPT	LYS5	
ENSG00000149313	60496	HGNC:14235	AASDHPPT	CGI-80	
ENSG00000149313	60496	HGNC:14235	AASDHPPT	AASD-PPT	
ENSG00000149313	60496	HGNC:14235	AASDHPPT	ACPS	
ENSG00000008311	10157	HGNC:17366	AASS	LORSDH	
ENSG00000008311	10157	HGNC:17366	AASS	LKRSDH	
ENSG00000215458	284837	HGNC:51526	AATBC		
ENSG00000275700	26574	HGNC:19235	AATF	DED	
ENSG00000275700	26574	HGNC:19235	AATF	CHE-1	
ENSG00000275700	26574	HGNC:19235	AATF	CHE1	
ENSG00000275700	26574	HGNC:19235	AATF	BFR2	
ENSG00000181409	9625	HGNC:21	AATK	AATYK	
ENSG00000181409	9625	HGNC:21	AATK	KIAA0641	
ENSG00000181409	9625	HGNC:21	AATK	LMTK1	
ENSG00000181409	9625	HGNC:21	AATK	LMR1	
ENSG00000181409	9625	HGNC:21	AATK	AATYK1	
ENSG00000181409	9625	HGNC:21	AATK	PPP1R77	
	17	HGNC:22	AAVS1	AAV	
ENSG00000281376	103021294	HGNC:49667	ABALON	INXS	
ENSG00000183044	18	HGNC:23	ABAT	GABAT	
ENSG00000183044	18	HGNC:23	ABAT	GABA-T	
ENSG00000165029	19	HGNC:29	ABCA1	TGD	ABC1
ENSG00000165029	19	HGNC:29	ABCA1	TGD	HDLDT1
ENSG00000107331	20	HGNC:32	ABCA2		ABC2
ENSG00000167972	21	HGNC:33	ABCA3	ABC-C	ABC3
ENSG00000167972	21	HGNC:33	ABCA3	EST111653	ABC3
ENSG00000167972	21	HGNC:33	ABCA3	LBM180	ABC3
ENSG00000257408	342293	HGNC:55707	ABCA3P1		
ENSG00000198691	24	HGNC:34	ABCA4	FFM	STGD1
ENSG00000198691	24	HGNC:34	ABCA4	FFM	ABCR
ENSG00000198691	24	HGNC:34	ABCA4	FFM	RP19
ENSG00000198691	24	HGNC:34	ABCA4	FFM	STGD
ENSG00000198691	24	HGNC:34	ABCA4	ARMD2	STGD1
ENSG00000198691	24	HGNC:34	ABCA4	ARMD2	ABCR
ENSG00000198691	24	HGNC:34	ABCA4	ARMD2	RP19
ENSG00000198691	24	HGNC:34	ABCA4	ARMD2	STGD
ENSG00000198691	24	HGNC:34	ABCA4	CORD3	STGD1
ENSG00000198691	24	HGNC:34	ABCA4	CORD3	ABCR
ENSG00000198691	24	HGNC:34	ABCA4	CORD3	RP19
ENSG00000198691	24	HGNC:34	ABCA4	CORD3	STGD
ENSG00000154265	23461	HGNC:35	ABCA5	EST90625	
ENSG00000154262	23460	HGNC:36	ABCA6	EST155051	
ENSG00000064687	10347	HGNC:37	ABCA7	ABCX	
ENSG00000141338	10351	HGNC:38	ABCA8	KIAA0822	
ENSG00000154258	10350	HGNC:39	ABCA9	EST640918	
ENSG00000231749	104355297	HGNC:39983	ABCA9-AS1		
ENSG00000154263	10349	HGNC:30	ABCA10	EST698739	
ENSG00000251595	79963	HGNC:31	ABCA11P	EST1133530	ABCA11
ENSG00000251595	79963	HGNC:31	ABCA11P	FLJ14297	ABCA11
ENSG00000144452	26154	HGNC:14637	ABCA12	DKFZP434G232	ICR2B
ENSG00000144452	26154	HGNC:14637	ABCA12	LI2	ICR2B
ENSG00000179869	154664	HGNC:14638	ABCA13	FLJ33876	
ENSG00000179869	154664	HGNC:14638	ABCA13	FLJ33951	
ENSG00000189149	400508	HGNC:34405	ABCA15P	FLJ41766	NCRNA00169
ENSG00000189149	400508	HGNC:34405	ABCA15P	FLJ41766	CRYM-AS1
ENSG00000238098	650655	HGNC:32972	ABCA17P		
ENSG00000085563	5243	HGNC:40	ABCB1	P-gp	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	P-gp	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	P-gp	CLCS
ENSG00000085563	5243	HGNC:40	ABCB1	CD243	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	CD243	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	CD243	CLCS
ENSG00000085563	5243	HGNC:40	ABCB1	GP170	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	GP170	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	GP170	CLCS
ENSG00000085563	5243	HGNC:40	ABCB1	ABC20	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	ABC20	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	ABC20	CLCS
ENSG00000085563	5243	HGNC:40	ABCB1	p-170	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	p-170	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	p-170	CLCS
ENSG00000085563	5243	HGNC:40	ABCB1	PGY1	PGY1
ENSG00000085563	5243	HGNC:40	ABCB1	PGY1	MDR1
ENSG00000085563	5243	HGNC:40	ABCB1	PGY1	CLCS
ENSG00000005471	5244	HGNC:45	ABCB4	MDR2	PGY3
ENSG00000005471	5244	HGNC:45	ABCB4	MDR2	MDR3
ENSG00000005471	5244	HGNC:45	ABCB4	PFIC-3	PGY3
ENSG00000005471	5244	HGNC:45	ABCB4	PFIC-3	MDR3
ENSG00000005471	5244	HGNC:45	ABCB4	GBD1	PGY3
ENSG00000005471	5244	HGNC:45	ABCB4	GBD1	MDR3
ENSG00000004846	340273	HGNC:46	ABCB5	EST422562	
ENSG00000004846	340273	HGNC:46	ABCB5	ABCB5beta	
ENSG00000004846	340273	HGNC:46	ABCB5	ABCB5alpha	
ENSG00000115657	10058	HGNC:47	ABCB6	EST45597	
ENSG00000115657	10058	HGNC:47	ABCB6	umat	
ENSG00000115657	10058	HGNC:47	ABCB6	MTABC3	
ENSG00000131269	22	HGNC:48	ABCB7	EST140535	ABC7
ENSG00000131269	22	HGNC:48	ABCB7	Atm1p	ABC7
ENSG00000131269	22	HGNC:48	ABCB7	ASAT	ABC7
ENSG00000197150	11194	HGNC:49	ABCB8	EST328128	
ENSG00000197150	11194	HGNC:49	ABCB8	M-ABC1	
ENSG00000197150	11194	HGNC:49	ABCB8	MABC1	
ENSG00000197150	11194	HGNC:49	ABCB8	MITOSUR	
ENSG00000150967	23457	HGNC:50	ABCB9	EST122234	
ENSG00000135776	23456	HGNC:41	ABCB10	EST20237	
ENSG00000135776	23456	HGNC:41	ABCB10	M-ABC2	
ENSG00000135776	23456	HGNC:41	ABCB10	MTABC2	
ENSG00000274099	56476	HGNC:14114	ABCB10P1	M-ABC2	ABCB10P
ENSG00000274099	56476	HGNC:14114	ABCB10P1	M-ABC2	ABCB10P2
ENSG00000274099	56476	HGNC:14114	ABCB10P1	MABC2	ABCB10P
ENSG00000274099	56476	HGNC:14114	ABCB10P1	MABC2	ABCB10P2
ENSG00000261524	728248	HGNC:31129	ABCB10P3		
ENSG00000260053	100132289	HGNC:31130	ABCB10P4		
ENSG00000073734	8647	HGNC:42	ABCB11	ABC16	BSEP
ENSG00000073734	8647	HGNC:42	ABCB11	ABC16	PFIC2
ENSG00000073734	8647	HGNC:42	ABCB11	SPGP	BSEP
ENSG00000073734	8647	HGNC:42	ABCB11	SPGP	PFIC2
ENSG00000073734	8647	HGNC:42	ABCB11	PFIC-2	BSEP
ENSG00000073734	8647	HGNC:42	ABCB11	PFIC-2	PFIC2
ENSG00000073734	8647	HGNC:42	ABCB11	PGY4	BSEP
ENSG00000073734	8647	HGNC:42	ABCB11	PGY4	PFIC2
ENSG00000103222	4363	HGNC:51	ABCC1	GS-X	MRP
ENSG00000103222	4363	HGNC:51	ABCC1	GS-X	MRP1
ENSG00000023839	1244	HGNC:53	ABCC2	DJS	CMOAT
ENSG00000023839	1244	HGNC:53	ABCC2	MRP2	CMOAT
ENSG00000023839	1244	HGNC:53	ABCC2	cMRP	CMOAT
ENSG00000108846	8714	HGNC:54	ABCC3	MRP3	
ENSG00000108846	8714	HGNC:54	ABCC3	cMOAT2	
ENSG00000108846	8714	HGNC:54	ABCC3	EST90757	
ENSG00000108846	8714	HGNC:54	ABCC3	MLP2	
ENSG00000108846	8714	HGNC:54	ABCC3	MOAT-D	
ENSG00000125257	10257	HGNC:55	ABCC4	MRP4	
ENSG00000125257	10257	HGNC:55	ABCC4	EST170205	
ENSG00000125257	10257	HGNC:55	ABCC4	MOAT-B	
ENSG00000125257	10257	HGNC:55	ABCC4	MOATB	
ENSG00000114770	10057	HGNC:56	ABCC5	MRP5	
ENSG00000114770	10057	HGNC:56	ABCC5	SMRP	
ENSG00000114770	10057	HGNC:56	ABCC5	EST277145	
ENSG00000114770	10057	HGNC:56	ABCC5	MOAT-C	
ENSG00000223882	100873982	HGNC:40055	ABCC5-AS1		
ENSG00000091262	368	HGNC:57	ABCC6	MRP6	ARA
ENSG00000091262	368	HGNC:57	ABCC6	MRP6	PXE
ENSG00000091262	368	HGNC:57	ABCC6	EST349056	ARA
ENSG00000091262	368	HGNC:57	ABCC6	EST349056	PXE
ENSG00000091262	368	HGNC:57	ABCC6	MLP1	ARA
ENSG00000091262	368	HGNC:57	ABCC6	MLP1	PXE
ENSG00000091262	368	HGNC:57	ABCC6	URG7	ARA
ENSG00000091262	368	HGNC:57	ABCC6	URG7	PXE
ENSG00000256340	653190	HGNC:33352	ABCC6P1		
ENSG00000255277	730013	HGNC:33353	ABCC6P2		
ENSG00000006071	6833	HGNC:59	ABCC8	HI	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	HI	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	PHHI	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	PHHI	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	SUR1	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	SUR1	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	MRP8	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	MRP8	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	ABC36	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	ABC36	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	HHF1	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	HHF1	HRINS
ENSG00000006071	6833	HGNC:59	ABCC8	TNDM2	SUR
ENSG00000006071	6833	HGNC:59	ABCC8	TNDM2	HRINS
ENSG00000069431	10060	HGNC:60	ABCC9	SUR2	
ENSG00000069431	10060	HGNC:60	ABCC9	CMD1O	
ENSG00000124574	89845	HGNC:52	ABCC10	EST182763	
ENSG00000124574	89845	HGNC:52	ABCC10	MRP7	
ENSG00000124574	89845	HGNC:52	ABCC10	SIMRP7	
ENSG00000121270	85320	HGNC:14639	ABCC11	MRP8	
ENSG00000140798	94160	HGNC:14640	ABCC12	MRP9	
ENSG00000243064	150000	HGNC:16022	ABCC13	PRED6	
ENSG00000243064	150000	HGNC:16022	ABCC13	C21orf73	
ENSG00000243064	150000	HGNC:16022	ABCC13	ABCC13P	
ENSG00000101986	215	HGNC:61	ABCD1	AMN	ALD
ENSG00000101986	215	HGNC:61	ABCD1	ALDP	ALD
ENSG00000101986	215	HGNC:61	ABCD1	adrenoleukodystrophy	ALD
	23785	HGNC:62	ABCD1P1		
ENSG00000215151	26983	HGNC:63	ABCD1P2	bA453N3.6	
ENSG00000261233	26982	HGNC:64	ABCD1P3		
ENSG00000225293	26957	HGNC:65	ABCD1P4		
ENSG00000214330	642762	HGNC:42662	ABCD1P5		
ENSG00000173208	225	HGNC:66	ABCD2	ALDR	ALDL1
ENSG00000173208	225	HGNC:66	ABCD2	ALDRP	ALDL1
ENSG00000117528	5825	HGNC:67	ABCD3	PMP70	PXMP1
ENSG00000117528	5825	HGNC:67	ABCD3	ZWS2	PXMP1
ENSG00000119688	5826	HGNC:68	ABCD4	PMP69	PXMP1L
ENSG00000119688	5826	HGNC:68	ABCD4	P70R	PXMP1L
ENSG00000119688	5826	HGNC:68	ABCD4	EST352188	PXMP1L
ENSG00000164163	6059	HGNC:69	ABCE1	RLI	RNASEL1
ENSG00000164163	6059	HGNC:69	ABCE1	RLI	RNASELI
ENSG00000164163	6059	HGNC:69	ABCE1	RLI	RNS4I
ENSG00000164163	6059	HGNC:69	ABCE1	OABP	RNASEL1
ENSG00000164163	6059	HGNC:69	ABCE1	OABP	RNASELI
ENSG00000164163	6059	HGNC:69	ABCE1	OABP	RNS4I
ENSG00000164163	6059	HGNC:69	ABCE1	RLI1	RNASEL1
ENSG00000164163	6059	HGNC:69	ABCE1	RLI1	RNASELI
ENSG00000164163	6059	HGNC:69	ABCE1	RLI1	RNS4I
ENSG00000204574	23	HGNC:70	ABCF1	EST123147	ABC50
	107986587	HGNC:53628	ABCF1-DT		
ENSG00000033050	10061	HGNC:71	ABCF2	EST133090	
ENSG00000033050	10061	HGNC:71	ABCF2	ABC28	
ENSG00000033050	10061	HGNC:71	ABCF2	M-ABC1	
ENSG00000033050	10061	HGNC:71	ABCF2	HUSSY-18	
ENSG00000285292	114483834	HGNC:54751	ABCF2-H2BK1		ABCF2-H2BE1
ENSG00000242159	344653	HGNC:48841	ABCF2P1		
ENSG00000228769	100422059	HGNC:48842	ABCF2P2		
ENSG00000161204	55324	HGNC:72	ABCF3	EST201864	
ENSG00000160179	9619	HGNC:73	ABCG1	ABC8	
ENSG00000118777	9429	HGNC:74	ABCG2	EST157481	
ENSG00000118777	9429	HGNC:74	ABCG2	MXR	
ENSG00000118777	9429	HGNC:74	ABCG2	BCRP	
ENSG00000118777	9429	HGNC:74	ABCG2	ABCP	
ENSG00000118777	9429	HGNC:74	ABCG2	CD338	
ENSG00000172350	64137	HGNC:13884	ABCG4	WHITE2	
ENSG00000138075	64240	HGNC:13886	ABCG5	STSL	
ENSG00000143921	64241	HGNC:13887	ABCG8	GBD4	
ENSG00000143994	84696	HGNC:17553	ABHD1	LABH1	
ENSG00000143994	84696	HGNC:17553	ABHD1	FLJ36128	
ENSG00000140526	11057	HGNC:18717	ABHD2	LABH2	
ENSG00000158201	171586	HGNC:18718	ABHD3	LABH3	
ENSG00000100439	63874	HGNC:20154	ABHD4	FLJ12816	
ENSG00000011198	51099	HGNC:21396	ABHD5	CGI-58	
ENSG00000011198	51099	HGNC:21396	ABHD5	NCIE2	
ENSG00000163686	57406	HGNC:21398	ABHD6		
ENSG00000127220	79575	HGNC:23759	ABHD8	FLJ11743	
ENSG00000127220	79575	HGNC:23759	ABHD8	MGC14280	
ENSG00000127220	79575	HGNC:23759	ABHD8	MGC2512	
ENSG00000144827	55347	HGNC:25656	ABHD10	FLJ11342	
ENSG00000106077	83451	HGNC:16407	ABHD11	PP1226	WBSCR21
ENSG00000100997	26090	HGNC:15868	ABHD12	DKFZP434P106	C20orf22
ENSG00000100997	26090	HGNC:15868	ABHD12	dJ965G21.2	C20orf22
ENSG00000100997	26090	HGNC:15868	ABHD12	BEM46L2	C20orf22
ENSG00000100997	26090	HGNC:15868	ABHD12	ABHD12A	C20orf22
ENSG00000131969	145447	HGNC:19837	ABHD12B	BEM46L3	C14orf29
ENSG00000139826	84945	HGNC:20293	ABHD13	bA153I24.2	C13orf6
ENSG00000139826	84945	HGNC:20293	ABHD13	FLJ14906	C13orf6
ENSG00000139826	84945	HGNC:20293	ABHD13	BEM46L1	C13orf6
ENSG00000248487	25864	HGNC:24538	ABHD14A	DKFZP564O243	
ENSG00000248487	25864	HGNC:24538	ABHD14A	DORZ1	
ENSG00000114786	100526760	HGNC:38856	ABHD14A-ACY1		
ENSG00000114779	84836	HGNC:28235	ABHD14B	MGC15429	
ENSG00000114779	84836	HGNC:28235	ABHD14B	CIB	
ENSG00000168792	116236	HGNC:26971	ABHD15		
ENSG00000264031	104355133	HGNC:49685	ABHD15-AS1	linc-TP53I13	
ENSG00000264031	104355133	HGNC:49685	ABHD15-AS1	lnc-TP53I13	
ENSG00000204427	7920	HGNC:13921	ABHD16A	NG26	BAT5
ENSG00000204427	7920	HGNC:13921	ABHD16A	D6S82E	BAT5
ENSG00000183260	140701	HGNC:16128	ABHD16B	dJ591C20.1	C20orf135
ENSG00000129968	81926	HGNC:28756	ABHD17A	MGC5244	C19orf27
ENSG00000129968	81926	HGNC:28756	ABHD17A	MGC5244	FAM108A1
ENSG00000198658	728917	HGNC:28394	ABHD17AP1	C1orf47	FAM108A2
ENSG00000198658	728917	HGNC:28394	ABHD17AP1	C1orf47	ABHD17AP2
ENSG00000198658	728917	HGNC:28394	ABHD17AP1	C1orf47	FAM108A3
ENSG00000198658	728917	HGNC:28394	ABHD17AP1	C1orf47	FAM108A11P
ENSG00000198658	728917	HGNC:28394	ABHD17AP1	C1orf47	FAM108A3P
ENSG00000250536	648359	HGNC:34041	ABHD17AP3		FAM108A4
ENSG00000250536	648359	HGNC:34041	ABHD17AP3		FAM108A4P
ENSG00000229107	729495	HGNC:34042	ABHD17AP4		FAM108A5
ENSG00000229107	729495	HGNC:34042	ABHD17AP4		FAM108A5P
ENSG00000263366	91219	HGNC:34043	ABHD17AP5		FAM108A6
ENSG00000263366	91219	HGNC:34043	ABHD17AP5		FAM108A6P
ENSG00000226981	644988	HGNC:34044	ABHD17AP6		FAM108A7P
ENSG00000260864	100133212	HGNC:38508	ABHD17AP7		FAM108A8P
ENSG00000260540	647144	HGNC:38509	ABHD17AP8		FAM108A9P
ENSG00000261536	100132251	HGNC:38510	ABHD17AP9		FAM108A10P
ENSG00000107362	51104	HGNC:24278	ABHD17B	CGI-67	C9orf77
ENSG00000107362	51104	HGNC:24278	ABHD17B	CGI-67	FAM108B1
ENSG00000136379	58489	HGNC:26925	ABHD17C		FAM108C1
ENSG00000164074	80167	HGNC:26111	ABHD18	FLJ21106	C4orf29
ENSG00000136754	10006	HGNC:11320	ABI1	E3B1	SSH3BP1
ENSG00000136754	10006	HGNC:11320	ABI1	ABI-1	SSH3BP1
ENSG00000271484	326268	HGNC:20035	ABI1P1		SSH3BP1P
ENSG00000271484	326268	HGNC:20035	ABI1P1		ABI1P
ENSG00000138443	10152	HGNC:24011	ABI2	ABI-2	
ENSG00000138443	10152	HGNC:24011	ABI2	AIP-1	
ENSG00000138443	10152	HGNC:24011	ABI2	ABI2B	
ENSG00000138443	10152	HGNC:24011	ABI2	AblBP3	
ENSG00000138443	10152	HGNC:24011	ABI2	argBPIA	
ENSG00000138443	10152	HGNC:24011	ABI2	SSH3BP2	
ENSG00000108798	51225	HGNC:29859	ABI3	NESH	
ENSG00000108798	51225	HGNC:29859	ABI3	SSH3BP3	
ENSG00000154175	25890	HGNC:17265	ABI3BP	NESHBP	
ENSG00000154175	25890	HGNC:17265	ABI3BP	DKFZP586L2024	
ENSG00000154175	25890	HGNC:17265	ABI3BP	TARSH	
ENSG00000119328	54942	HGNC:1364	ABITRAM	CG-8	C9orf6
ENSG00000119328	54942	HGNC:1364	ABITRAM	CG-8	FAM206A
ENSG00000119328	54942	HGNC:1364	ABITRAM	FLJ20457	C9orf6
ENSG00000119328	54942	HGNC:1364	ABITRAM	FLJ20457	FAM206A
ENSG00000119328	54942	HGNC:1364	ABITRAM	Simiate	C9orf6
ENSG00000119328	54942	HGNC:1364	ABITRAM	Simiate	FAM206A
ENSG00000251106	390403	HGNC:39851	ABITRAMP1		FAM206BP
ENSG00000097007	25	HGNC:76	ABL1	JTK7	ABL
ENSG00000097007	25	HGNC:76	ABL1	c-ABL	ABL
ENSG00000097007	25	HGNC:76	ABL1	p150	ABL
ENSG00000143322	27	HGNC:77	ABL2	ARG	ABLL
ENSG00000099204	3983	HGNC:78	ABLIM1	abLIM	LIMAB1
ENSG00000099204	3983	HGNC:78	ABLIM1	abLIM	ABLIM
ENSG00000099204	3983	HGNC:78	ABLIM1	limatin	LIMAB1
ENSG00000099204	3983	HGNC:78	ABLIM1	limatin	ABLIM
ENSG00000163995	84448	HGNC:19195	ABLIM2	KIAA1808	
ENSG00000173210	22885	HGNC:29132	ABLIM3	KIAA0843	
ENSG00000175164	28	HGNC:79	ABO	A3GALNT	
ENSG00000175164	28	HGNC:79	ABO	A3GALT1	
ENSG00000159842	29	HGNC:81	ABR	MDB	
ENSG00000235361	105371479	HGNC:55674	ABR-AS1		
ENSG00000174429	137735	HGNC:30655	ABRA	STARS	
ENSG00000146386	58527	HGNC:21230	ABRACL	PRO2013	C6orf115
ENSG00000146386	58527	HGNC:21230	ABRACL	HSPC280	C6orf115
ENSG00000146386	58527	HGNC:21230	ABRACL	Costars	C6orf115
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	FLJ13614	CCDC98
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	FLJ13614	FAM175A
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	ABRA1	CCDC98
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	ABRA1	FAM175A
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	ABRAXAS	CCDC98
ENSG00000163322	84142	HGNC:25829	ABRAXAS1	ABRAXAS	FAM175A
ENSG00000213431	100421580	HGNC:56461	ABRAXAS1P1		
ENSG00000253384	100133073	HGNC:56462	ABRAXAS1P2		
ENSG00000165660	23172	HGNC:28975	ABRAXAS2	Em:AC068896.4	KIAA0157
ENSG00000165660	23172	HGNC:28975	ABRAXAS2	Em:AC068896.4	FAM175B
ENSG00000165660	23172	HGNC:28975	ABRAXAS2	ABRO1	KIAA0157
ENSG00000165660	23172	HGNC:28975	ABRAXAS2	ABRO1	FAM175B
ENSG00000146109	29777	HGNC:17369	ABT1	Esf2	
ENSG00000250496	100420695	HGNC:39557	ABT1P1		
ENSG00000114626	80325	HGNC:18275	ABTB1	BPOZ	
ENSG00000114626	80325	HGNC:18275	ABTB1	EF1ABP	
ENSG00000114626	80325	HGNC:18275	ABTB1	Btb3	
ENSG00000114626	80325	HGNC:18275	ABTB1	BTBD21	
ENSG00000166016	25841	HGNC:23842	ABTB2	DKFZP586C1619	
ENSG00000166016	25841	HGNC:23842	ABTB2	BTBD22	
ENSG00000166016	25841	HGNC:23842	ABTB2	ABTB2A	
ENSG00000151136	121551	HGNC:23844	ABTB3	FLJ33957	BTBD11
ENSG00000151136	121551	HGNC:23844	ABTB3	ABTB2B	BTBD11
ENSG00000060971	30	HGNC:82	ACAA1	Lnc-Myd88	
ENSG00000167315	10449	HGNC:83	ACAA2	DSAEC	
ENSG00000233585	100420869	HGNC:55880	ACAA2P1		
ENSG00000278540	31	HGNC:84	ACACA	ACC1	ACAC
ENSG00000278540	31	HGNC:84	ACACA	ACC1	ACC
ENSG00000278540	31	HGNC:84	ACACA	ACC-alpha	ACAC
ENSG00000278540	31	HGNC:84	ACACA	ACC-alpha	ACC
ENSG00000278540	31	HGNC:84	ACACA	ACCA	ACAC
ENSG00000278540	31	HGNC:84	ACACA	ACCA	ACC
ENSG00000278540	31	HGNC:84	ACACA	ACCalpha	ACAC
ENSG00000278540	31	HGNC:84	ACACA	ACCalpha	ACC
ENSG00000278540	31	HGNC:84	ACACA	ACACalpha	ACAC
ENSG00000278540	31	HGNC:84	ACACA	ACACalpha	ACC
ENSG00000278540	31	HGNC:84	ACACA	Acac1	ACAC
ENSG00000278540	31	HGNC:84	ACACA	Acac1	ACC
ENSG00000278540	31	HGNC:84	ACACA	hACC1	ACAC
ENSG00000278540	31	HGNC:84	ACACA	hACC1	ACC
ENSG00000076555	32	HGNC:85	ACACB	HACC275	
ENSG00000076555	32	HGNC:85	ACACB	ACC2	
ENSG00000076555	32	HGNC:85	ACACB	ACCB	
ENSG00000076555	32	HGNC:85	ACACB	ACC-beta	
ENSG00000076555	32	HGNC:85	ACACB	ACCbeta	
ENSG00000076555	32	HGNC:85	ACACB	ACACbeta	
ENSG00000151498	27034	HGNC:87	ACAD8		
ENSG00000177646	28976	HGNC:21497	ACAD9	NPD002	
ENSG00000177646	28976	HGNC:21497	ACAD9	MGC14452	
